phi0;phi1;phi2;phi3;phi4;phi5;phi6;phi7;phi8;phi9;phi10;phi11;phi12
333.98;334.37079006862314;334.5135896280705;334.7219402829946;335.04163449734443;335.21223624417786;335.3906121809809;335.726778595148;336.06321790391024;312.71484175514814;312.78399798653163;312.2457286838955;310.7933202383632
333.8;334.1874960018281;334.33595249494147;334.54661252599146;334.872249188301;335.043922260233;335.2259820600964;335.5621773377403;335.91368932223816;312.600338272539;312.6850661555247;312.46573558140153;311.5849894120286
333.64;334.00574696636227;334.15127835495747;334.36934142143144;334.69971536001975;334.8745513176181;335.05795195807195;335.3975619475568;335.75746177357246;312.4698620430382;312.563858211809;312.55538260177724;312.0650606993178
333.48;333.83419898122884;333.97024293194653;334.18584063836914;334.52467155510925;334.70205990351246;334.8886843418825;335.23127457040795;335.5975062953433;312.32974978702794;312.42939147037293;312.55884683921084;312.3323221136563
333.33;333.66806740077993;333.80100951499094;334.0044144638469;334.3451469438735;334.52705032606485;334.7164413566485;335.0635279425047;335.4347366398165;312.18401389606294;312.2868485066988;312.5059345257573;312.4557947103946
333.19;333.5095020898495;333.6356346627719;333.8332485346626;334.1646148171105;334.3475862612592;334.5416449753751;334.8935797083755;335.2697549965668;312.03460978482155;312.1397378831503;312.41638746241193;312.4831245887894
333.06;333.3596445522607;333.4787306167452;333.6669558156696;333.9890452333032;334.16706845716607;334.3625406066122;334.72125761688756;335.1025659795929;311.88258530481215;311.9893462980411;312.30331243596765;312.4467479580595
332.92;333.2191008870382;333.3305921548865;333.5085636956597;333.81839086079157;333.9914325179144;334.1821317231628;334.5456146363384;334.9330955961683;311.7283095690133;311.83661876606084;312.17498500657706;312.36856507390047
332.78;333.0788122196205;333.1919013265245;333.3588000624927;333.65423346362803;333.8207113427837;334.00612797638337;334.3676380686818;334.7608818362439;311.5718668603455;311.68167644250667;312.03668451938194;312.263049733221
332.63;332.93865894721193;333.0512228481294;333.21835423075476;333.49770239203883;333.65646592560904;333.8349997213586;334.1906274773492;334.58610682843846;311.4130071838325;311.5245877346928;311.8915820117702;312.1396640820718
332.47;332.79388721878377;332.9111977056838;333.0777126260945;333.34969384979473;333.4998314049411;333.67022390628506;334.01649712601676;334.4103382279544;311.2517533084603;311.3649655577677;311.74158038264727;312.0044411506705
332.31;332.6419729039626;332.7652679937188;332.9375897764025;333.20558857180544;333.35170718865686;333.5129620098834;333.8469471502535;334.23529773820434;311.08906143433825;311.2030091455641;311.5876465454941;311.8611627446201
332.14;332.4862661229601;332.6118936670897;332.79258043313104;333.0635933252699;333.207548016859;333.36413363545387;333.683413936513;334.0626974768929;310.9263072634061;311.0400006142271;311.4304336399672;311.7120763467737
331.96;332.32385532758263;332.4556178573633;332.64053192902765;332.920001103612;333.06552375216864;333.21961465055;333.52708083241623;333.8941270145018;310.7650073545308;310.87735595958037;311.27085188738295;311.55856040595677
331.78;332.15319458650333;332.2917103625878;332.48492613342773;332.7719284442386;332.9219525567535;333.0773981403952;333.37653241944975;333.7309953780193;310.60665338312003;310.71663503846776;311.11001823435254;311.4017381526461
331.6;331.97815340977365;332.11940209040546;332.3223344308419;332.6198644626876;332.77394026183936;332.93393133828863;333.23006365757743;333.57345628532175;310.45261911868937;310.5593001704009;310.9492306582568;311.24272939215064
331.42;331.8007863733134;331.9436941905857;332.15156620318703;332.46222252194633;332.6219306132509;332.78626932328615;333.0850647818428;333.42083733965757;310.3034778026958;310.40668699920246;310.7898543080617;311.082751046632
331.23;331.6221843858303;331.76592238890635;331.97664122526265;332.29762580984647;332.46436420133165;332.63459470739343;332.9387619207793;333.2716050917399;310.15902311858895;310.25904050975544;310.6332422730914;310.9231008327362
331.04;331.43823633601005;331.5871178681716;331.79932063584516;332.12755681698576;332.2998617652878;332.4774823227665;332.7898288219463;333.1236747935352;310.01825538963226;310.11596007517005;310.480294726966;310.765106649282
330.85;331.2514497121074;331.40191499603833;331.6207513133748;331.95364567162835;332.1298674197408;332.31354937097166;332.63689079974904;332.9752988061624;309.879564117018;309.9761880944701;310.33138016690657;310.60986325347034
330.66;331.06315590360526;331.2147419979117;331.4365998371848;331.7772664591792;331.9560087985188;332.14402212207574;332.4785691962046;332.82489524775644;309.7413291724411;309.83796212672615;310.1862024547599;310.4580695375236
330.47;330.8740618322422;331.02617475499426;331.2499057404109;331.59676922633236;331.7796633871014;331.97049728044163;332.31476083599085;332.6709725581779;309.60202732396783;309.6997233171239;310.0438661302064;310.30988202909896
330.28;330.68454284899565;330.836952157851;331.0616353850358;331.41298867566405;331.5992218300208;331.79436922476026;332.1461948765882;332.5126562372059;309.46022384763455;309.559963771359;309.9032045835894;310.1648838452162
330.09;330.4947982522445;330.6473608678498;330.8725637151009;331.22682926756374;331.4154860551286;331.61426007011715;331.97392619584383;332.3497845213758;309.3148882072878;309.4172802693643;309.7629117119238;310.0222494468452
329.91;330.3049338625305;330.4575788701765;330.68305478318206;331.0391268400757;331.22935914785677;331.43080376596106;331.7978184883317;332.18273637669495;309.1655622870223;309.270802736116;309.6216417175443;309.8808913523388
329.72;330.119696212983;330.2676943799888;330.4933160655385;330.85046726260634;331.04167784803445;331.2448826578541;331.6181125979054;332.0116617596446;309.01231516071596;309.12025042699577;309.47824324497645;309.7395812788659
329.53;329.93222485625597;330.0835903799695;330.30345467982266;330.6612359184809;330.85303138923086;331.05733700004566;331.43536347471644;331.83675102109385;308.8552616815312;308.96584303217884;309.331920783659;309.59713287464945
329.35;329.74356747832167;329.8952975183452;330.11843815298545;330.4716707560231;330.6638078883951;330.8687753699926;331.2502657658381;331.65835655603723;308.694557140449;308.80765026666904;309.1822937661889;309.4525728250529
329.16;329.5589707102564;329.7065512125188;329.9306645797179;330.28451562169755;330.4742473076067;330.6796028735361;331.0634719750286;331.4769828715043;308.53046898218275;308.64586426665977;309.0291656691629;309.3052509061753
328.97;329.3718396394167;329.5229667712987;329.7420724488232;330.0970328165335;330.28705991633615;330.49007219888796;330.8755134695897;331.29320025084843;308.3633958688925;308.48078490136623;308.8724988260763;309.1547641941769
328.78;329.18336294151175;329.3349704598996;329.5576943051547;329.9089622513372;330.0995810726611;330.30270423201665;330.68678516378475;331.1075616814001;308.1938221221585;308.31285336879967;308.71239353145273;309.0009088572667
328.59;328.9941717622052;329.1463765662529;329.3702714615168;329.72284806174457;329.91151844242773;330.11523393261143;330.4987229373069;330.9205498957933;308.02225154755274;308.14257255763243;308.54908941735243;308.8436468348105
328.39;328.80460121800155;328.9570396723288;329.1818631754696;329.53604050092434;329.7253781243208;329.9272169479437;330.3109505432941;330.7330712475771;307.8491522665999;307.9704466682129;308.38293371675263;308.68309142906816
328.19;328.6101388980827;328.76741212648693;328.9926734628593;329.3483848192276;329.53857951119977;329.7409320121627;330.12305838737865;330.54546204567356;307.6752361649068;307.7969282881277;308.2143378199288;308.5194834517054
327.99;328.4130792145558;328.5717703085445;328.8031153121538;329.1599163536621;329.3509353227598;329.5541729834962;329.9359531942409;330.3577270864314;307.5009555389358;307.6228409451867;308.0437299557403;308.35315669224644
327.78;328.21464042084335;328.3743647206117;328.6084377355872;328.9708705343445;329.16247791071896;329.36659700629326;329.749017497831;330.1702720232356;307.3264714097946;307.4484771001333;307.8716999236489;308.1844964165827
327.57;328.01077902126747;328.1756738646197;328.41146452854076;328.77884081072307;328.97343998192036;329.17820751844243;329.56176829293497;329.9830477897225;307.1520854402431;307.2739411820099;307.6987159918151;308.0139993764092
327.36;327.80403840564566;327.97055105223706;328.2130459142935;328.5841918546285;328.78145037815295;328.9892195591076;329.37396075740185;329.79581245781685;306.9778734104537;307.0996197736491;307.52509771637887;307.8421467978044
327.15;327.59576902594847;327.76341575514874;328.0089856954061;328.3875456002329;328.5868370838711;328.79746126485736;329.1855752365798;329.60832281318795;306.80371547569985;306.9254548374113;307.3511920493108;307.66933178486806
326.95;327.38668792543524;327.55486970312427;327.8023377881634;328.18697116506235;328.3902180913928;328.6030679795385;328.99553826360835;329.4204350013621;306.6294226240348;306.7512999171852;307.17718041111374;307.4959222854029
326.74;327.1818661753449;327.34565807145793;327.59409258588374;327.98317878944204;328.1896966985572;328.406620502128;328.8033682563425;329.2315920068049;306.45484176369786;306.57694767837285;307.0031102092303;307.32218457614675
326.53;326.9746156468361;327.14190728281494;327.3850341301169;327.7770271486678;327.98594818669073;328.2064130490116;328.60910381925066;329.04127033993274;306.2795824483357;306.40226838376833;306.8289247303481;307.148265634012
326.33;326.76607552104326;326.9338029530345;327.18044209358015;327.5693353744356;327.77982877178306;328.0029374144323;328.41192943080966;328.8491963307407;306.1031915330848;306.2267593372467;306.65453741408726;306.97420140979267
326.12;326.5615410098071;326.72515650985696;326.9728944508007;327.3632859509371;327.57215808282916;327.7970217317005;328.2116696864441;328.6548554863269;305.9253450644695;306.04998872851513;306.4796916128389;306.79996107670377
325.92;326.354442995189;326.52162515109933;326.76442216389546;327.15644271784015;327.366086918223;327.58948628516157;328.00864055606115;328.4578840197123;305.74561858499925;305.8716790424499;306.30405908472244;306.62539071904155
325.71;326.1506741950776;326.313657010293;326.5601076841732;326.9487363543818;327.159254038535;327.38330228162505;327.8034049431913;328.2582202580896;305.5636436603379;305.69134255470794;306.12733232141267;306.45024140054477
325.51;325.9439827465667;326.11091268701784;326.3527186367087;326.7428271309688;326.9515593884605;327.176519404938;327.5977049582436;328.0560801181348;305.37925418371054;305.5086621919286;305.9491301548627;306.27423225887947
325.31;325.7404298189876;325.90325829249525;326.1492381398283;326.536133844401;326.74562622254433;326.9688950169704;327.39147474381906;327.85235782484983;305.19252268852665;305.3235368468389;305.7690976144571;306.09702775773826
325.11;325.5385433374042;325.7007059643396;325.9422452944418;326.3311428075132;326.5389431291654;326.7628315239069;327.18456188321517;327.64752089994727;305.0040154290689;305.1361138148089;305.5869834911846;305.91828176768985
324.9;325.33754168097147;325.4989819235866;325.7389891588166;326.12509114163686;326.3339294018648;326.5561961775057;326.9780649087893;327.4417613369552;304.8142131577727;304.9471397352086;305.4026994567929;305.7376998978966
324.69;325.13231948998754;325.29815650100977;325.5370222860332;325.9205206466241;326.1278916547051;326.351057486726;326.7715001816071;327.23567403554813;304.62340007523323;304.7569808813767;305.2164984594787;305.5551000767499
324.48;324.9248563412229;325.09186166845797;325.33601594732886;325.7173296428131;325.9233014838972;326.14508902168876;326.56563370200433;327.0293745449077;304.4320353778846;304.56588611703256;305.02867976684183;305.37053735035477
324.26;324.7162033214326;324.88411349568975;325.13055932376915;325.5152961518929;325.7200917173104;325.94039263824317;326.3597172860306;326.82326750361733;304.240349490977;304.3744051985292;304.83952204489594;305.1841998834504
324.03;324.5022281752233;324.6752397281959;324.92317435406187;325.3114489641525;325.5180424525786;325.7370683115758;326.1543982494492;326.6172451846899;304.04866772667594;304.1826310613365;304.6494147624524;304.9963251706115
323.8;324.28073681799196;324.46002004273487;324.71453655615176;325.1057273343205;325.3142193749168;325.534920789383;325.95005590698764;326.411535435694;303.8570386503089;303.99098906869705;304.45862618620265;304.80723354352267
323.58;324.0552546128318;324.23699863997496;324.50036007835814;324.89846061543483;325.1085232045967;325.3312268315871;325.7467882411172;326.2064334229356;303.6656170599912;303.79936555350287;304.2674887929365;304.61721695462705
323.36;323.832343751622;324.01091609413265;324.2787405673004;324.68753286173677;324.9012775467071;325.12568495363;325.54331184473716;326.0021466754608;303.47463561175636;303.60803090306257;304.0761527069775;304.42658944511015
323.14;323.61079818505976;323.78877900139594;324.0533653978864;324.47094023659815;324.6903991697728;324.91857059060976;325.3388241014455;325.79822008402806;303.2843011704049;303.4172015279995;303.88481720775826;304.23557570944035
322.93;323.38997754270474;323.56737774435936;323.8307150805782;324.2496943086799;324.4738831724836;324.70798227209536;325.133050254332;325.59404409176915;303.0944107689358;303.2270801831072;303.6936885767458;304.04438658902666
322.72;323.1742321560992;323.34669874954744;323.60911585157055;324.0277042855602;324.2527006727539;324.49192306725655;324.9249190389242;325.38915794179707;302.90452474383625;303.037289215612;303.5029716539491;303.8532304397751
322.52;322.9611815546501;323.1321569726735;323.3882910026459;323.80592131899164;324.0307214784919;324.2711353734055;324.71290594545223;325.18282954052023;302.71421068987536;302.8473622629328;303.31263319700975;303.6623137011697
322.31;322.7542521369408;322.919470160398;323.17275337938486;323.58464599705945;323.80893588051754;324.0492479972756;324.4965964374821;324.97397460937884;302.5228746136532;302.6568815403645;303.12246293427194;303.4717121685039
322.1;322.5458825098693;322.71394532445487;322.9596147228845;323.3664107109459;323.5876537158031;323.8274545561817;324.27755576996105;324.76180653298036;302.3296530026413;302.4651771868747;302.93216577723837;303.2813457095934
321.88;322.3367481814698;322.5048816782916;322.7528831212648;323.1508757995759;323.3693775711643;323.606132992033;324.05716722837417;324.5465839716384;302.13376817209195;302.27130231220747;302.7412934565738;303.09101702529085
321.65;322.1225174770463;322.2957301061582;322.5441890965406;322.9400051932691;323.1538058999612;323.38762216452875;323.8363218395819;324.3290654190765;301.9351047064216;302.07455208398665;302.5491939015352;302.9003920192815
321.42;321.9008904272477;322.08026028975087;322.33511004417636;322.730287816916;322.9428722525542;323.17182399920205;323.6166195504787;324.1100682726344;301.7340810532961;301.8750648633033;302.35519347610864;302.70896327585587
321.19;321.6753361740304;321.85713111296553;322.12065314298496;322.5209086472031;322.73313856605296;322.9605154875109;323.39882888507015;323.8907577294541;301.53133792500597;301.67337969065414;302.1589504319858;302.5161327770419
320.95;321.447696711712;321.6309852348216;321.89889849354046;322.3088391156472;322.52375464228345;322.75066044351297;323.18421215556845;323.6721226875057;301.3278041125743;301.4701810536853;301.9604830258066;302.32144219063815
320.71;321.2142597294427;321.4029813956877;321.67344861079505;322.09163806586844;322.311721124625;322.54124021477963;322.97192694815897;323.45527356220026;301.12440247797656;301.26650292959596;301.76008182291577;302.12469296033163
320.47;320.9777444647223;321.1682189364699;321.4458495654024;321.87006649244995;322.0945893712541;322.32940807960114;322.7610445551672;323.24045284484856;300.92212731366413;301.06322033908486;301.5583412435033;301.92595313700224
320.23;320.7395947385548;320.9312760549481;321.21222248386607;321.64530135106156;321.87307733565234;322.1126847197468;322.5496971283364;323.02738249387903;300.72147289548207;300.8613789277191;301.35597039764974;301.72557768142633
319.99;320.5005771699248;320.6928319053284;320.975805145806;321.4158408401504;321.6483558182878;321.8915417039607;322.3357174179159;322.8150778869712;300.52244383780754;300.6612355760467;301.1538159476384;301.52411459173675
319.75;320.261098806982;320.4536744446211;320.73768223919495;321.182694356007;321.4189588570986;321.6670959492626;322.1182302510075;322.60202878961326;300.32444617736894;300.4626862838435;300.9524834941704;301.3222746599431
319.51;320.0213757782062;320.21411779393475;320.49868875193096;320.94691118711995;321.1858626539144;321.4380805326596;321.8973358659723;322.3870072168996;300.12635876076496;300.2649261315257;300.75228860264787;301.1207113410733
319.28;319.7815228403408;319.97435417533524;320.2592213608067;320.70942707794063;320.9501155171344;321.20529879869224;321.67246508129944;322.16937550537637;299.9270468589449;300.06669780946515;300.553088862467;300.91989391551647
319.05;319.5462912713285;319.73447944702093;320.0195046932939;320.4708921557966;320.71265470068846;320.9697801786165;321.4437207621321;321.9485264280088;299.7257280693873;299.86691936635975;300.3542861701686;300.7199582471876
318.82;319.31351348923914;319.5003806294325;319.77965501710014;320.2317311031332;320.4741341822606;320.73246902963274;321.2116594594691;321.72416835428584;299.52176157095533;299.6649373720797;300.15508465908806;300.52064013392777
318.6;319.08203858308417;319.2679251289504;319.54464470721643;319.9922051933523;320.23498171913684;320.49404170634125;320.97702761058497;321.49638662325617;299.31474693585324;299.46011643436015;299.95474668066794;300.32138557741143
318.39;318.85594580504375;319.03668944991387;319.31178427779327;319.7550718082083;319.9954608172613;320.25494512316874;320.7405373373206;321.2655603954023;299.1045957968451;299.25215729066275;299.75257638158183;300.1215404764611
318.16;318.6374010968493;318.81185134095705;319.08029108113004;319.52020238622913;319.7582954156094;320.01545691968784;320.5027709047792;321.0322168140326;298.8915066071729;299.0410623758959;299.54804000711886;299.9204279719147
317.94;318.41348346034897;318.59484197932545;318.8543981625204;319.2871218079102;319.5233952046308;319.7781125207624;320.2641614205537;320.7969075210311;298.67586760221513;298.82711454008387;299.3408229594364;299.7174492070365
317.7;318.1914033309503;318.3692389907436;318.63598078613904;319.05784950608324;319.2902902251076;319.54302395838283;320.02617137545815;320.56013147637447;298.45814818260135;298.610747392855;299.13085483565345;299.5121602670448
317.47;317.960918162062;318.14801830283653;318.4115166936086;318.83432852792356;319.0609665272196;319.3097661221163;319.78960201869813;320.3228158759672;298.23881425767576;298.39244574485326;298.9182712380017;299.3043208285506
317.22;317.7306605541732;317.9152729586363;318.18978193666806;318.61030785439243;318.8373677348107;319.08013925585857;319.5546541220667;320.08583193940314;298.0185895467643;298.1726673673632;298.70335050072276;299.0938954752116
316.97;317.491143081132;317.6856222622631;317.9587817345662;318.38749834037185;318.6133527186892;318.85607593446133;319.3223116263716;319.84975290947585;297.79825403904437;297.95225048511753;298.48644429938935;298.8810198077754
316.72;317.24670894016396;317.4436976770396;317.7289171459451;318.16034910992954;318.3905270389317;318.6320571958903;319.094022963666;319.6153345614295;297.5784271556416;297.7319500136517;298.2681031768893;298.66594720362366
316.47;316.99966421868453;317.1986513014576;317.4889040307714;317.931761186625;318.1634357871384;318.4091395779087;318.8678250359415;319.3836405179791;297.3597825940077;297.51232703622054;298.04896120937553;298.4490930171437
316.22;316.75123336930153;316.95111906080996;317.2446554105155;317.6971197923199;317.93486793414144;318.1823699502265;318.6432332862456;319.154389192629;297.1431992364225;297.29410373694384;297.8296226386019;298.2309918221338
315.97;316.5020665339734;316.70246898562436;316.99764361296917;317.45738814969724;317.70030798579256;317.953940670148;318.41757515561477;318.92720878979196;296.928814008925;297.0782264653647;297.6107399129242;298.01221616653993
315.73;316.2525089155797;316.45317608079284;316.74925319943554;317.2137992233444;317.46064569539203;317.7198531568092;318.19056015331466;318.7007049523799;296.716449888978;296.8644836457357;297.39308560697725;297.79338214989406
315.48;316.0074341509863;316.20355388252045;316.50010333652546;316.96766629915396;317.21710942507684;317.4806204639242;317.96008215125926;318.47397393057315;296.5052015746595;296.6527131325962;297.1770300434539;297.57519116214064
315.24;315.7600492805328;315.95958851599846;316.25055600186437;316.7199348940576;316.9710113219154;317.2374158312963;317.72531748326094;318.2455775842114;296.29420591987804;296.44168965388116;296.9627259092541;297.35816413727997
315.01;315.5161281699004;315.7113694187405;316.0057059116341;316.47124134521033;316.7233018193354;316.99154070167054;317.4864202525438;318.0143508726778;296.08229127495997;296.23070597884896;296.7497626778914;297.14262128762226
314.79;315.27873654194167;315.4684968507389;315.75802079098014;316.22458419676207;316.4746214665108;316.74397255757987;317.2441063481614;317.7797150415072;295.86834333130497;296.0183904996744;296.5376085509018;296.9284845192155
314.58;315.0495021893916;315.2324423603269;315.51438544911053;315.9773823922582;316.2279371869694;316.49537791259684;316.9992197463701;317.5416667333535;295.651622458002;295.8037396893681;296.3253884744081;296.7154284358579
314.37;314.8292894138573;315.00487185783487;315.27712941851644;315.73207022587854;315.9807423224555;316.24854641851414;316.75251753020996;317.30057918358307;295.43186805411045;295.58612753894164;296.1121748836973;296.5028280375834
314.18;314.6138667834962;314.7864540833217;315.0480237914723;315.49102648535234;315.73540490916594;316.00137955566436;316.5057520141254;317.0569962265284;295.20921477711653;295.36545077591927;295.89716346897575;296.289893404438
313.97;314.41036824661046;314.57176215237934;314.8279120272606;315.25630797985;315.4943035906525;315.7559011632868;316.2587899817339;316.81199879879375;294.9840386558514;295.14194649985427;295.6798364555439;296.0758267729491
313.76;314.2038202985191;314.3709943710484;314.6123610704569;315.0293286428299;315.2594994918723;315.51446254338236;316.01255440207996;316.56612821343384;294.7571249823729;294.9160505563501;295.45998460857555;295.8599829940699
313.53;313.9956532186126;314.16303628565566;314.40925020412465;314.80840446610966;315.03241522509677;315.27914718222166;315.76866761627696;316.32009540838766;294.52907571806105;294.6886986935772;295.2376623570707;295.64195452398917
313.3;313.77724574358024;313.95481821916485;314.20206038711234;314.5969184116629;314.8114084418049;315.05142861964225;315.5289777615606;316.07501638967176;294.3005313354526;294.4603491591582;295.0132843517539;295.4215856279749
313.05;313.5534009731396;313.733924922242;313.99400529480357;314.3877086558568;314.5997947147491;314.8299046203838;315.2951495564782;315.8323325549557;294.07239078712223;294.2317208835794;294.78728306271677;295.19903147322134
312.79;313.31728849484557;313.5093601063296;313.7751468113571;314.1791106816362;314.3905527217806;314.61752719851665;315.06734600961465;315.5935845556324;293.84584021085334;294.0037903289254;294.56020804505346;294.9745983773488
312.53;313.069971942163;313.2704304447009;313.5514864304925;313.96507632649866;314.1819461112933;314.4080435864753;314.8470957442936;315.35970075740227;293.62222617890853;293.7778339100168;294.3327833436202;294.74872524024863
312.28;312.81670641373495;313.02106781473225;313.3149768999652;313.7459417622567;313.9679845420036;314.199369393431;314.6321172866048;315.1318763071318;293.402580992226;293.55522840579243;294.10595877353626;294.52200638674043
312.02;312.56497253115435;312.76685012991675;313.06765144425447;313.51760132596024;313.74891934742567;313.98581527428206;314.42022566282856;314.9097611868975;293.1879884546043;293.3368578002738;293.8808586629108;294.29522990994155
311.78;312.3093615534271;312.51572219908917;312.81452615522846;313.2792019544803;313.5207032917653;313.76717476831243;314.2075200111862;314.6921898428669;292.97861573864355;293.1238919307744;293.65850910397586;294.06936717571097
311.53;312.0610726645246;312.2590175311762;312.5630816496537;313.0330002707203;313.28244047816037;313.5396966134347;313.99190840450603;314.47678102878655;292.77381626886967;292.9160662670317;293.43999494191337;293.8454193797967
311.29;311.81198120529854;312.01278176710474;312.3072107002813;312.7840207544145;313.036345254345;313.3022648756815;313.77048643524324;314.26128208466184;292.5719236431148;292.7125697418832;293.2258494914657;293.62443331302586
311.04;311.56715395509025;311.762993628626;312.0594477908271;312.5313899129756;312.78740441629094;313.05683726817557;313.54122540796254;314.0431506849203;292.3709927134372;292.5113676839229;293.0160565779459;293.40717588408324
310.79;311.31990050620914;311.5193766434306;311.80998064453047;312.28133827418293;312.5348230576561;312.8081671629416;313.3040485410235;313.8200727840501;292.16880567183637;292.3105534900336;292.8097750061825;293.1939871637568
310.53;311.0713588297996;311.2712360379498;311.56543642791866;312.03159632020044;312.28473749541723;312.5558872091387;313.06124409977815;313.59072867603834;291.9631874717259;292.1077753612237;292.6057281166455;292.9845633462111
